domain,week,visits
datafiles.samhsa.gov,8,3949
datafiles.samhsa.gov,9,3937
datafiles.samhsa.gov,10,3854
datafiles.samhsa.gov,11,3385
datafiles.samhsa.gov,12,3736
datafiles.samhsa.gov,13,4109
datafiles.samhsa.gov,14,4153
datafiles.samhsa.gov,15,3826
datafiles.samhsa.gov,16,4009
datafiles.samhsa.gov,17,3963
datafiles.samhsa.gov,18,3585
datafiles.samhsa.gov,19,3461
datafiles.samhsa.gov,20,3166
datafiles.samhsa.gov,21,2878
datafiles.samhsa.gov,22,2632
datafiles.samhsa.gov,23,2900
datafiles.samhsa.gov,24,2928
datafiles.samhsa.gov,25,2855
datafiles.samhsa.gov,26,2551
datafiles.samhsa.gov,27,2570
datafiles.samhsa.gov,28,2918
datafiles.samhsa.gov,29,2601
datafiles.samhsa.gov,30,2562
datafiles.samhsa.gov,31,2607
datafiles.samhsa.gov,32,2758
datafiles.samhsa.gov,33,4191
datafiles.samhsa.gov,34,6361
datafiles.samhsa.gov,35,6097
datafiles.samhsa.gov,36,4709
datafiles.samhsa.gov,37,4461
datafiles.samhsa.gov,38,4788
datafiles.samhsa.gov,39,4543
datafiles.samhsa.gov,40,4632
datafiles.samhsa.gov,41,4675
datafiles.samhsa.gov,42,4480
datafiles.samhsa.gov,43,4702
datafiles.samhsa.gov,44,5235
datafiles.samhsa.gov,45,4956
datafiles.samhsa.gov,46,4638
datafiles.samhsa.gov,47,3499
datafiles.samhsa.gov,48,4752
datafiles.samhsa.gov,49,4469
datafiles.samhsa.gov,50,3443
datafiles.samhsa.gov,51,2069
datafiles.samhsa.gov,52,1159
datascience.cancer.gov,1,2095
datascience.cancer.gov,2,2563
datascience.cancer.gov,3,2497
datascience.cancer.gov,4,2581
datascience.cancer.gov,5,2855
datascience.cancer.gov,6,2711
datascience.cancer.gov,7,2544
datascience.cancer.gov,8,2552
datascience.cancer.gov,9,2457
datascience.cancer.gov,10,2683
datascience.cancer.gov,11,2217
datascience.cancer.gov,12,2433
datascience.cancer.gov,13,3605
datascience.cancer.gov,14,2873
datascience.cancer.gov,15,2126
datascience.cancer.gov,16,2514
datascience.cancer.gov,17,2576
datascience.cancer.gov,18,2406
datascience.cancer.gov,19,2461
datascience.cancer.gov,20,2695
datascience.cancer.gov,21,2580
datascience.cancer.gov,22,2492
datascience.cancer.gov,23,2461
datascience.cancer.gov,24,2433
datascience.cancer.gov,25,2279
datascience.cancer.gov,26,2557
datascience.cancer.gov,27,2292
datascience.cancer.gov,28,2918
datascience.cancer.gov,29,2707
datascience.cancer.gov,30,2485
datascience.cancer.gov,31,2443
datascience.cancer.gov,32,2403
datascience.cancer.gov,33,2428
datascience.cancer.gov,34,2647
datascience.cancer.gov,35,2547
datascience.cancer.gov,36,2312
datascience.cancer.gov,37,2914
datascience.cancer.gov,38,2605
datascience.cancer.gov,39,2809
datascience.cancer.gov,40,3064
datascience.cancer.gov,41,2850
datascience.cancer.gov,42,3190
datascience.cancer.gov,43,2822
datascience.cancer.gov,44,2870
datascience.cancer.gov,45,2706
datascience.cancer.gov,46,3349
datascience.cancer.gov,47,1955
datascience.cancer.gov,48,3087
datascience.cancer.gov,49,3376
datascience.cancer.gov,50,2856
datascience.cancer.gov,51,2152
datascience.cancer.gov,52,1101
datascience.nih.gov,1,2183
datascience.nih.gov,2,2389
datascience.nih.gov,3,2398
datascience.nih.gov,4,3534
datascience.nih.gov,5,2574
datascience.nih.gov,6,2524
datascience.nih.gov,7,2284
datascience.nih.gov,8,1838
datascience.nih.gov,9,2323
datascience.nih.gov,10,2456
datascience.nih.gov,11,2474
datascience.nih.gov,12,2639
datascience.nih.gov,13,2647
datascience.nih.gov,14,2598
datascience.nih.gov,15,1839
datascience.nih.gov,16,2358
datascience.nih.gov,17,2536
datascience.nih.gov,18,2812
datascience.nih.gov,19,2140
datascience.nih.gov,20,2094
datascience.nih.gov,21,2096
datascience.nih.gov,22,1818
datascience.nih.gov,23,1860
datascience.nih.gov,24,1810
datascience.nih.gov,25,2157
datascience.nih.gov,26,1706
datascience.nih.gov,27,1700
datascience.nih.gov,28,2326
datascience.nih.gov,29,1805
datascience.nih.gov,30,1338
datascience.nih.gov,31,1513
datascience.nih.gov,32,1456
datascience.nih.gov,33,1310
datascience.nih.gov,34,1375
datascience.nih.gov,35,1924
datascience.nih.gov,36,1933
datascience.nih.gov,37,1984
datascience.nih.gov,38,2549
datascience.nih.gov,39,2018
datascience.nih.gov,40,2230
datascience.nih.gov,41,2133
datascience.nih.gov,42,1865
datascience.nih.gov,43,1987
datascience.nih.gov,44,2179
datascience.nih.gov,45,2150
datascience.nih.gov,46,2070
datascience.nih.gov,47,1420
datascience.nih.gov,48,2230
datascience.nih.gov,49,2892
datascience.nih.gov,50,2095
datascience.nih.gov,51,1553
datascience.nih.gov,52,1122
datatools.ahrq.gov,1,437
datatools.ahrq.gov,2,406
datatools.ahrq.gov,3,467
datatools.ahrq.gov,4,720
datatools.ahrq.gov,5,777
datatools.ahrq.gov,6,956
datatools.ahrq.gov,7,847
datatools.ahrq.gov,8,730
datatools.ahrq.gov,9,546
dbgap.ncbi.nlm.nih.gov,1,3168
dbgap.ncbi.nlm.nih.gov,2,3342
dbgap.ncbi.nlm.nih.gov,3,3260
dbgap.ncbi.nlm.nih.gov,4,3377
dbgap.ncbi.nlm.nih.gov,5,4405
dbgap.ncbi.nlm.nih.gov,6,3741
dbgap.ncbi.nlm.nih.gov,7,3877
dbgap.ncbi.nlm.nih.gov,8,3174
dbgap.ncbi.nlm.nih.gov,9,4455
dbgap.ncbi.nlm.nih.gov,10,3403
dbgap.ncbi.nlm.nih.gov,11,3321
dbgap.ncbi.nlm.nih.gov,12,3632
dbgap.ncbi.nlm.nih.gov,13,4154
dbgap.ncbi.nlm.nih.gov,14,3572
dbgap.ncbi.nlm.nih.gov,15,3086
dbgap.ncbi.nlm.nih.gov,16,3379
dbgap.ncbi.nlm.nih.gov,17,3213
dbgap.ncbi.nlm.nih.gov,18,3743
dbgap.ncbi.nlm.nih.gov,19,3159
dbgap.ncbi.nlm.nih.gov,20,3527
dbgap.ncbi.nlm.nih.gov,21,3222
dbgap.ncbi.nlm.nih.gov,22,3274
dbgap.ncbi.nlm.nih.gov,23,2982
dbgap.ncbi.nlm.nih.gov,24,3254
dbgap.ncbi.nlm.nih.gov,25,3269
dbgap.ncbi.nlm.nih.gov,26,3542
dbgap.ncbi.nlm.nih.gov,27,3040
dbgap.ncbi.nlm.nih.gov,28,3099
dbgap.ncbi.nlm.nih.gov,29,3329
dbgap.ncbi.nlm.nih.gov,30,3080
dbgap.ncbi.nlm.nih.gov,31,3801
dbgap.ncbi.nlm.nih.gov,32,2956
dbgap.ncbi.nlm.nih.gov,33,3254
dbgap.ncbi.nlm.nih.gov,34,3064
dbgap.ncbi.nlm.nih.gov,35,3926
dbgap.ncbi.nlm.nih.gov,36,3236
dbgap.ncbi.nlm.nih.gov,37,3756
dbgap.ncbi.nlm.nih.gov,38,3524
dbgap.ncbi.nlm.nih.gov,39,3323
dbgap.ncbi.nlm.nih.gov,40,3460
dbgap.ncbi.nlm.nih.gov,41,3266
dbgap.ncbi.nlm.nih.gov,42,3672
dbgap.ncbi.nlm.nih.gov,43,3338
dbgap.ncbi.nlm.nih.gov,44,3864
dbgap.ncbi.nlm.nih.gov,45,3334
dbgap.ncbi.nlm.nih.gov,46,3839
dbgap.ncbi.nlm.nih.gov,47,2414
dbgap.ncbi.nlm.nih.gov,48,4289
dbgap.ncbi.nlm.nih.gov,49,3441
dbgap.ncbi.nlm.nih.gov,50,3641
dbgap.ncbi.nlm.nih.gov,51,2851
dbgap.ncbi.nlm.nih.gov,52,974
dceg.cancer.gov,1,4402
dceg.cancer.gov,2,4800
dceg.cancer.gov,3,5315
dceg.cancer.gov,4,6106
dceg.cancer.gov,5,5531
dceg.cancer.gov,6,5544
dceg.cancer.gov,7,5773
dceg.cancer.gov,8,5460
dceg.cancer.gov,9,6011
dceg.cancer.gov,10,6309
dceg.cancer.gov,11,5957
dceg.cancer.gov,12,5796
dceg.cancer.gov,13,5779
dceg.cancer.gov,14,5731
dceg.cancer.gov,15,5234
dceg.cancer.gov,16,5433
dceg.cancer.gov,17,5011
dceg.cancer.gov,18,5128
dceg.cancer.gov,19,5524
dceg.cancer.gov,20,5756
dceg.cancer.gov,21,4935
dceg.cancer.gov,22,4897
dceg.cancer.gov,23,4999
dceg.cancer.gov,24,4962
dceg.cancer.gov,25,4879
dceg.cancer.gov,26,4661
dceg.cancer.gov,27,5072
dceg.cancer.gov,28,5146
dceg.cancer.gov,29,5183
dceg.cancer.gov,30,4771
dceg.cancer.gov,31,5235
dceg.cancer.gov,32,5255
dceg.cancer.gov,33,4997
dceg.cancer.gov,34,6894
dceg.cancer.gov,35,5985
dceg.cancer.gov,36,6091
dceg.cancer.gov,37,6222
dceg.cancer.gov,38,6695
dceg.cancer.gov,39,6755
dceg.cancer.gov,40,6739
dceg.cancer.gov,41,7142
dceg.cancer.gov,42,7535
dceg.cancer.gov,43,7718
dceg.cancer.gov,44,8299
dceg.cancer.gov,45,7439
dceg.cancer.gov,46,7507
dceg.cancer.gov,47,5959
dceg.cancer.gov,48,7390
dceg.cancer.gov,49,8468
dceg.cancer.gov,50,7223
dceg.cancer.gov,51,5465
dceg.cancer.gov,52,4944
dceg2.cancer.gov,9,113
dceg2.cancer.gov,14,106
dceg2.cancer.gov,18,112
dceg2.cancer.gov,22,108
dceg2.cancer.gov,29,124
dceg2.cancer.gov,52,111
dcp.psc.gov,1,19486
dcp.psc.gov,2,18165
dcp.psc.gov,3,14779
dcp.psc.gov,4,21557
dcp.psc.gov,5,17559
dcp.psc.gov,6,16895
dcp.psc.gov,7,15555
dcp.psc.gov,8,13119
dcp.psc.gov,9,16969
dcp.psc.gov,10,17078
dcp.psc.gov,11,17781
dcp.psc.gov,12,18446
dcp.psc.gov,13,15945
dcp.psc.gov,14,16005
dcp.psc.gov,15,13866
dcp.psc.gov,16,14976
dcp.psc.gov,17,15202
dcp.psc.gov,18,16727
dcp.psc.gov,19,15850
dcp.psc.gov,20,17341
dcp.psc.gov,21,14050
dcp.psc.gov,22,15772
dcp.psc.gov,23,27720
dcp.psc.gov,24,16137
dcp.psc.gov,25,13873
dcp.psc.gov,26,15252
dcp.psc.gov,27,13825
dcp.psc.gov,28,15587
dcp.psc.gov,29,15313
dcp.psc.gov,30,15755
dcp.psc.gov,31,15952
dcp.psc.gov,32,16705
dcp.psc.gov,33,18817
dcp.psc.gov,34,16847
dcp.psc.gov,35,17962
dcp.psc.gov,36,14829
dcp.psc.gov,37,16943
dcp.psc.gov,38,16707
dcp.psc.gov,39,21594
dcp.psc.gov,40,22961
dcp.psc.gov,41,18717
dcp.psc.gov,42,21808
dcp.psc.gov,43,26737
dcp.psc.gov,44,24284
dcp.psc.gov,45,17468
dcp.psc.gov,46,21614
dcp.psc.gov,47,15265
dcp.psc.gov,48,29174
dcp.psc.gov,49,22583
dcp.psc.gov,50,25539
dcp.psc.gov,51,26280
dcp.psc.gov,52,26755
dctd.cancer.gov,1,379
dctd.cancer.gov,2,107
dctd.cancer.gov,4,285
dctd.cancer.gov,9,141
dctd.cancer.gov,11,142
dctd.cancer.gov,14,366
dctd.cancer.gov,17,103
dctd.cancer.gov,22,171
dctd.cancer.gov,25,114
dctd.cancer.gov,31,106
dctd.cancer.gov,34,115
dctd.cancer.gov,37,108
dctd.cancer.gov,39,330
dctd.cancer.gov,40,114
dctd.cancer.gov,42,125
dctd.cancer.gov,46,126
dctd.cancer.gov,48,359
dctd.cancer.gov,49,653
dctd.cancer.gov,50,570
deainfo.nci.nih.gov,1,451
deainfo.nci.nih.gov,2,537
deainfo.nci.nih.gov,3,472
deainfo.nci.nih.gov,4,598
deainfo.nci.nih.gov,5,790
deainfo.nci.nih.gov,6,982
deainfo.nci.nih.gov,7,780
deainfo.nci.nih.gov,8,654
deainfo.nci.nih.gov,9,954
deainfo.nci.nih.gov,10,875
deainfo.nci.nih.gov,11,1009
deainfo.nci.nih.gov,12,1075
deainfo.nci.nih.gov,13,1343
deainfo.nci.nih.gov,14,676
deainfo.nci.nih.gov,15,436
deainfo.nci.nih.gov,16,476
deainfo.nci.nih.gov,17,390
deainfo.nci.nih.gov,18,433
deainfo.nci.nih.gov,19,582
deainfo.nci.nih.gov,20,272
deainfo.nci.nih.gov,21,124
deainfo.nci.nih.gov,22,485
deainfo.nci.nih.gov,23,675
deainfo.nci.nih.gov,24,794
deainfo.nci.nih.gov,25,675
deainfo.nci.nih.gov,26,718
deainfo.nci.nih.gov,27,554
deainfo.nci.nih.gov,28,516
deainfo.nci.nih.gov,29,559
deainfo.nci.nih.gov,30,314
deainfo.nci.nih.gov,31,546
deainfo.nci.nih.gov,32,456
deainfo.nci.nih.gov,33,642
deainfo.nci.nih.gov,34,491
deainfo.nci.nih.gov,35,505
deainfo.nci.nih.gov,36,458
deainfo.nci.nih.gov,37,609
deainfo.nci.nih.gov,38,570
deainfo.nci.nih.gov,39,597
deainfo.nci.nih.gov,40,683
deainfo.nci.nih.gov,41,642
deainfo.nci.nih.gov,42,884
deainfo.nci.nih.gov,43,843
deainfo.nci.nih.gov,44,861
deainfo.nci.nih.gov,45,797
deainfo.nci.nih.gov,46,902
deainfo.nci.nih.gov,47,406
deainfo.nci.nih.gov,48,781
deainfo.nci.nih.gov,49,1072
deainfo.nci.nih.gov,50,520
deainfo.nci.nih.gov,51,108
designsystem.niaid.nih.gov,10,108
designsystem.niaid.nih.gov,11,106
designsystem.niaid.nih.gov,12,112
designsystem.niaid.nih.gov,13,548
designsystem.niaid.nih.gov,14,110
designsystem.niaid.nih.gov,16,233
designsystem.niaid.nih.gov,18,104
dev.nihms.nih.gov,7,241
dev.nihms.nih.gov,9,437
dev.nihms.nih.gov,10,698
dev.nihms.nih.gov,11,712
dev.nihms.nih.gov,12,703
dev.nihms.nih.gov,13,573
dev.nihms.nih.gov,14,705
dev.nihms.nih.gov,15,699
dev.nihms.nih.gov,16,568
dev.nihms.nih.gov,17,571
dev.nihms.nih.gov,18,709
dev.nihms.nih.gov,19,729
dev.nihms.nih.gov,20,733
dev.nihms.nih.gov,21,814
dev.nihms.nih.gov,22,627
dev.nihms.nih.gov,23,465
dev.nihms.nih.gov,24,819
dev.nihms.nih.gov,25,737
dev.nihms.nih.gov,26,736
dev.nihms.nih.gov,27,735
dev.nihms.nih.gov,28,741
dev.nihms.nih.gov,29,799
dev.nihms.nih.gov,30,586
dev.nihms.nih.gov,31,730
dev.nihms.nih.gov,32,755
dev.nihms.nih.gov,33,735
dev.nihms.nih.gov,34,315
dev.nihms.nih.gov,36,448
dev.nihms.nih.gov,37,626
dev.nihms.nih.gov,38,741
dev.nihms.nih.gov,39,589
dev.nihms.nih.gov,40,589
dev.nihms.nih.gov,41,750
dev.nihms.nih.gov,42,779
dev.nihms.nih.gov,43,757
dev.nihms.nih.gov,44,735
dev.nihms.nih.gov,45,735
dev.nihms.nih.gov,46,757
dev.nihms.nih.gov,47,757
dev.nihms.nih.gov,48,735
dev.nihms.nih.gov,49,735
dev.nihms.nih.gov,50,735
dev.nihms.nih.gov,51,588
dev.nihms.nih.gov,52,587
dhds.cdc.gov,4,262
dhds.cdc.gov,7,114
dhds.cdc.gov,8,348
dhds.cdc.gov,9,115
dhds.cdc.gov,10,229
dhds.cdc.gov,12,208
dhds.cdc.gov,15,279
dhds.cdc.gov,16,339
dhds.cdc.gov,27,134
dhds.cdc.gov,36,250
dhds.cdc.gov,38,249
dhds.cdc.gov,39,679
dhds.cdc.gov,40,107
dhds.cdc.gov,41,225
dhds.cdc.gov,42,113
dhds.cdc.gov,45,105
dhds.cdc.gov,46,103
dhds.cdc.gov,49,110
diabetespath2prevention.cdc.gov,1,1066
diabetespath2prevention.cdc.gov,2,703
diabetespath2prevention.cdc.gov,3,577
diabetespath2prevention.cdc.gov,5,1111
diabetespath2prevention.cdc.gov,6,1200
diabetespath2prevention.cdc.gov,7,1193
diabetespath2prevention.cdc.gov,8,1099
diabetespath2prevention.cdc.gov,9,1189
diabetespath2prevention.cdc.gov,10,1315
diabetespath2prevention.cdc.gov,11,1322
diabetespath2prevention.cdc.gov,12,1450
diabetespath2prevention.cdc.gov,13,1276
diabetespath2prevention.cdc.gov,14,1763
diabetespath2prevention.cdc.gov,15,1586
diabetespath2prevention.cdc.gov,16,1567
diabetespath2prevention.cdc.gov,17,1275
diabetespath2prevention.cdc.gov,18,1187
diabetespath2prevention.cdc.gov,19,1183
diabetespath2prevention.cdc.gov,20,1037
diabetespath2prevention.cdc.gov,21,877
diabetespath2prevention.cdc.gov,22,1124
diabetespath2prevention.cdc.gov,23,1242
diabetespath2prevention.cdc.gov,24,1006
diabetespath2prevention.cdc.gov,25,1165
diabetespath2prevention.cdc.gov,26,719
diabetespath2prevention.cdc.gov,27,800
diabetespath2prevention.cdc.gov,28,883
diabetespath2prevention.cdc.gov,29,989
diabetespath2prevention.cdc.gov,30,921
diabetespath2prevention.cdc.gov,31,607
diabetespath2prevention.cdc.gov,32,967
diabetespath2prevention.cdc.gov,33,1688
diabetespath2prevention.cdc.gov,34,541
diabetespath2prevention.cdc.gov,35,452
diabetespath2prevention.cdc.gov,36,430
diabetespath2prevention.cdc.gov,37,479
diabetespath2prevention.cdc.gov,38,538
diabetespath2prevention.cdc.gov,39,586
diabetespath2prevention.cdc.gov,40,888
diabetespath2prevention.cdc.gov,41,863
diabetespath2prevention.cdc.gov,42,712
diabetespath2prevention.cdc.gov,43,900
diabetespath2prevention.cdc.gov,44,1061
diabetespath2prevention.cdc.gov,45,815
diabetespath2prevention.cdc.gov,46,1101
diabetespath2prevention.cdc.gov,47,396
diabetespath2prevention.cdc.gov,48,692
diabetespath2prevention.cdc.gov,49,486
diabetespath2prevention.cdc.gov,50,586
diabetespath2prevention.cdc.gov,51,354
diabetespath2prevention.cdc.gov,52,436
dietandhealth.cancer.gov,34,1334
dietandhealth.cancer.gov,35,114
dietassessmentprimer.cancer.gov,1,1340
dietassessmentprimer.cancer.gov,2,1694
dietassessmentprimer.cancer.gov,3,2244
dietassessmentprimer.cancer.gov,4,1990
dietassessmentprimer.cancer.gov,5,2053
dietassessmentprimer.cancer.gov,6,2136
dietassessmentprimer.cancer.gov,7,1921
dietassessmentprimer.cancer.gov,8,2152
dietassessmentprimer.cancer.gov,9,2136
dietassessmentprimer.cancer.gov,10,2246
dietassessmentprimer.cancer.gov,11,2067
dietassessmentprimer.cancer.gov,12,2127
dietassessmentprimer.cancer.gov,13,2172
dietassessmentprimer.cancer.gov,14,2034
dietassessmentprimer.cancer.gov,15,1778
dietassessmentprimer.cancer.gov,16,1885
dietassessmentprimer.cancer.gov,17,2055
dietassessmentprimer.cancer.gov,18,1849
dietassessmentprimer.cancer.gov,19,1789
dietassessmentprimer.cancer.gov,20,2140
dietassessmentprimer.cancer.gov,21,1880
dietassessmentprimer.cancer.gov,22,1829
dietassessmentprimer.cancer.gov,23,1653
dietassessmentprimer.cancer.gov,24,1588
dietassessmentprimer.cancer.gov,25,1464
dietassessmentprimer.cancer.gov,26,1335
dietassessmentprimer.cancer.gov,27,1187
dietassessmentprimer.cancer.gov,28,1328
dietassessmentprimer.cancer.gov,29,1361
dietassessmentprimer.cancer.gov,30,1305
dietassessmentprimer.cancer.gov,31,1288
dietassessmentprimer.cancer.gov,32,1050
dietassessmentprimer.cancer.gov,33,1202
dietassessmentprimer.cancer.gov,34,1354
dietassessmentprimer.cancer.gov,35,1674
dietassessmentprimer.cancer.gov,36,1965
dietassessmentprimer.cancer.gov,37,2330
dietassessmentprimer.cancer.gov,38,2319
dietassessmentprimer.cancer.gov,39,2244
dietassessmentprimer.cancer.gov,40,2018
dietassessmentprimer.cancer.gov,41,2120
dietassessmentprimer.cancer.gov,42,2281
dietassessmentprimer.cancer.gov,43,2232
dietassessmentprimer.cancer.gov,44,2381
dietassessmentprimer.cancer.gov,45,2371
dietassessmentprimer.cancer.gov,46,2316
dietassessmentprimer.cancer.gov,47,2020
dietassessmentprimer.cancer.gov,48,2311
dietassessmentprimer.cancer.gov,49,2161
dietassessmentprimer.cancer.gov,50,1873
dietassessmentprimer.cancer.gov,51,775
dietassessmentprimer.cancer.gov,52,767
digital.ahrq.gov,1,5377
digital.ahrq.gov,2,5750
digital.ahrq.gov,3,6027
digital.ahrq.gov,4,7859
digital.ahrq.gov,5,8166
digital.ahrq.gov,6,27463
digital.ahrq.gov,7,8721
digital.ahrq.gov,8,7691
digital.ahrq.gov,9,7149
digital.ahrq.gov,10,7163
digital.ahrq.gov,11,6671
digital.ahrq.gov,12,6809
digital.ahrq.gov,13,7018
digital.ahrq.gov,14,26748
digital.ahrq.gov,15,6642
digital.ahrq.gov,16,7236
digital.ahrq.gov,17,7515
digital.ahrq.gov,18,28327
digital.ahrq.gov,19,26487
digital.ahrq.gov,20,6861
digital.ahrq.gov,21,5975
digital.ahrq.gov,22,18617
digital.ahrq.gov,23,24133
digital.ahrq.gov,24,34116
digital.ahrq.gov,25,5478
digital.ahrq.gov,26,18234
digital.ahrq.gov,27,11921
digital.ahrq.gov,28,5891
digital.ahrq.gov,29,5429
digital.ahrq.gov,30,5019
digital.ahrq.gov,31,20371
digital.ahrq.gov,32,45692
digital.ahrq.gov,33,5939
digital.ahrq.gov,34,6686
digital.ahrq.gov,35,26957
digital.ahrq.gov,36,5995
digital.ahrq.gov,37,6287
digital.ahrq.gov,38,6409
digital.ahrq.gov,39,7609
digital.ahrq.gov,40,34265
digital.ahrq.gov,41,9060
digital.ahrq.gov,42,7388
digital.ahrq.gov,43,7535
digital.ahrq.gov,44,15793
digital.ahrq.gov,45,46494
digital.ahrq.gov,46,6899
digital.ahrq.gov,47,5890
digital.ahrq.gov,48,23809
digital.ahrq.gov,49,44749
digital.ahrq.gov,50,5839
digital.ahrq.gov,51,3664
digital.ahrq.gov,52,2521
digitalgallery.nlm.nih.gov,3,153
digitalgallery.nlm.nih.gov,19,111
digitalmedia.hhs.gov,28,183
digitalmedia.hhs.gov,30,317
dir.nichd.nih.gov,37,105
directorsawards.hr.nih.gov,1,107
directorsawards.hr.nih.gov,5,124
directorsawards.hr.nih.gov,7,429
directorsawards.hr.nih.gov,11,1743
directorsawards.hr.nih.gov,38,362
directorsawards.hr.nih.gov,39,264
directorsawards.hr.nih.gov,46,10766
directorsawards.hr.nih.gov,47,875
directorsawards.hr.nih.gov,48,1088
directorsawards.hr.nih.gov,49,675
directorsawards.hr.nih.gov,50,713
directorsawards.hr.nih.gov,51,538
directorsblog.nih.gov,1,38230
directorsblog.nih.gov,2,28789
directorsblog.nih.gov,3,32452
directorsblog.nih.gov,4,17617
directorsblog.nih.gov,5,22262
directorsblog.nih.gov,6,13712
directorsblog.nih.gov,7,14443
directorsblog.nih.gov,8,11514
directorsblog.nih.gov,9,22462
directorsblog.nih.gov,10,22259
directorsblog.nih.gov,11,12667
directorsblog.nih.gov,12,11724
directorsblog.nih.gov,13,13206
directorsblog.nih.gov,14,10565
directorsblog.nih.gov,15,25205
directorsblog.nih.gov,16,11923
directorsblog.nih.gov,17,10189
directorsblog.nih.gov,18,9411
directorsblog.nih.gov,19,8894
directorsblog.nih.gov,20,8635
directorsblog.nih.gov,21,7814
directorsblog.nih.gov,22,8961
directorsblog.nih.gov,23,12408
directorsblog.nih.gov,24,7365
directorsblog.nih.gov,25,12499
directorsblog.nih.gov,26,6724
directorsblog.nih.gov,27,7399
directorsblog.nih.gov,28,7053
directorsblog.nih.gov,29,7895
directorsblog.nih.gov,30,6422
directorsblog.nih.gov,31,9382
directorsblog.nih.gov,32,6791
directorsblog.nih.gov,33,8769
directorsblog.nih.gov,34,10600
directorsblog.nih.gov,35,10452
directorsblog.nih.gov,36,8307
directorsblog.nih.gov,37,6937
directorsblog.nih.gov,38,9552
directorsblog.nih.gov,39,8587
directorsblog.nih.gov,40,15180
directorsblog.nih.gov,41,9269
directorsblog.nih.gov,42,14862
directorsblog.nih.gov,43,8678
directorsblog.nih.gov,44,8423
directorsblog.nih.gov,45,7488
directorsblog.nih.gov,46,8143
directorsblog.nih.gov,47,6576
directorsblog.nih.gov,48,8953
directorsblog.nih.gov,49,14145
directorsblog.nih.gov,50,7236
directorsblog.nih.gov,51,5338
directorsblog.nih.gov,52,2949
discover.nci.nih.gov,2,106
discover.nci.nih.gov,3,104
discover.nci.nih.gov,4,103
discover.nci.nih.gov,6,107
discover.nci.nih.gov,7,255
discover.nci.nih.gov,8,226
discover.nci.nih.gov,9,221
discover.nci.nih.gov,10,353
discover.nci.nih.gov,11,471
discover.nci.nih.gov,12,257
discover.nci.nih.gov,13,317
discover.nci.nih.gov,14,239
discover.nci.nih.gov,15,330
discover.nci.nih.gov,16,105
discover.nci.nih.gov,17,453
discover.nci.nih.gov,18,101
discover.nci.nih.gov,19,214
discover.nci.nih.gov,20,591
discover.nci.nih.gov,21,115
discover.nci.nih.gov,22,487
discover.nci.nih.gov,23,695
discover.nci.nih.gov,24,227
discover.nci.nih.gov,25,385
discover.nci.nih.gov,26,564
discover.nci.nih.gov,28,211
discover.nci.nih.gov,29,466
discover.nci.nih.gov,30,339
discover.nci.nih.gov,31,484
discover.nci.nih.gov,32,460
discover.nci.nih.gov,33,1133
discover.nci.nih.gov,34,440
discover.nci.nih.gov,35,453
discover.nci.nih.gov,36,221
discover.nci.nih.gov,37,623
discover.nci.nih.gov,38,1308
discover.nci.nih.gov,39,639
discover.nci.nih.gov,40,566
discover.nci.nih.gov,41,796
discover.nci.nih.gov,42,420
discover.nci.nih.gov,43,546
discover.nci.nih.gov,44,673
discover.nci.nih.gov,45,616
discover.nci.nih.gov,46,686
discover.nci.nih.gov,47,611
discover.nci.nih.gov,48,652
discover.nci.nih.gov,49,677
discover.nci.nih.gov,50,506
discover.nci.nih.gov,51,227
distributor.hcup-us.ahrq.gov,25,257
distributor.hcup-us.ahrq.gov,26,445
distributor.hcup-us.ahrq.gov,27,420
distributor.hcup-us.ahrq.gov,28,609
distributor.hcup-us.ahrq.gov,29,650
distributor.hcup-us.ahrq.gov,30,482
distributor.hcup-us.ahrq.gov,31,539
distributor.hcup-us.ahrq.gov,32,632
distributor.hcup-us.ahrq.gov,33,341
distributor.hcup-us.ahrq.gov,34,627
distributor.hcup-us.ahrq.gov,35,316
distributor.hcup-us.ahrq.gov,36,562
distributor.hcup-us.ahrq.gov,37,672
distributor.hcup-us.ahrq.gov,38,848
distributor.hcup-us.ahrq.gov,39,800
distributor.hcup-us.ahrq.gov,40,844
distributor.hcup-us.ahrq.gov,41,699
distributor.hcup-us.ahrq.gov,42,876
distributor.hcup-us.ahrq.gov,43,819
distributor.hcup-us.ahrq.gov,44,810
distributor.hcup-us.ahrq.gov,45,716
distributor.hcup-us.ahrq.gov,46,848
distributor.hcup-us.ahrq.gov,47,407
distributor.hcup-us.ahrq.gov,48,620
distributor.hcup-us.ahrq.gov,49,784
distributor.hcup-us.ahrq.gov,50,816
distributor.hcup-us.ahrq.gov,51,410
diversity.nih.gov,1,1925
diversity.nih.gov,2,3116
diversity.nih.gov,3,2941
diversity.nih.gov,4,3604
diversity.nih.gov,5,3038
diversity.nih.gov,6,3349
diversity.nih.gov,7,3126
diversity.nih.gov,8,2910
diversity.nih.gov,9,3478
diversity.nih.gov,10,3224
diversity.nih.gov,11,2883
diversity.nih.gov,12,2650
diversity.nih.gov,13,3045
diversity.nih.gov,14,2756
diversity.nih.gov,15,2857
diversity.nih.gov,16,2582
diversity.nih.gov,17,3041
diversity.nih.gov,18,2819
diversity.nih.gov,19,2782
diversity.nih.gov,20,2617
diversity.nih.gov,21,2493
diversity.nih.gov,22,2141
diversity.nih.gov,23,2590
diversity.nih.gov,24,2481
diversity.nih.gov,25,2267
